DATE,PRECIPITATION,MAX_TEMP,MIN_TEMP,AVG_WIND_SPEED,DAY_OF_YEAR,NDVI,EVI,LST_C,fire_last_7,MONTH,TEMP_RANGE,SEASON,dryness,roll_precip_7,roll_wind_7,roll_temp_range_7,roll_ndvi_3,roll_evi_3
2026-01-05,0.0,60.26,50.18,5.59,5,0.1552,0.0535,55.22,0,1.0,10.079999999999998,0.0,60.26,0.0,5.59,10.079999999999998,0.1552,0.0535
2026-01-03,0.083,62.6,55.94,9.63,3,0.1552,0.0535,59.27,0,1.0,6.660000000000004,0.0,57.72576177285319,0.0415,7.61,8.370000000000001,0.1552,0.0535
2026-01-04,0.331,59.0,53.06,9.88,4,0.1552,0.0535,56.03,0,1.0,5.939999999999998,0.0,44.07888805409466,0.138,8.366666666666667,7.56,0.1552,0.0535
2026-01-05,0.0,60.26,50.18,5.59,5,0.1552,0.0535,55.22,0,1.0,10.079999999999998,0.0,60.26,0.10350000000000001,7.6725,8.19,0.1552,0.0535
2026-01-03,0.083,62.6,55.94,9.63,3,0.1552,0.0535,59.27,0,1.0,6.660000000000004,0.0,57.72576177285319,0.09940000000000002,8.064,7.884,0.1552,0.0535
2026-01-04,0.331,59.0,53.06,9.88,4,0.1552,0.0535,56.03,0,1.0,5.939999999999998,0.0,44.07888805409466,0.138,8.366666666666667,7.56,0.1552,0.0535
2026-01-05,0.0,60.26,50.18,5.59,5,0.1552,0.053500000000000006,55.22,0,1.0,10.079999999999998,0.0,60.26,0.1182857142857143,7.970000000000001,7.92,0.1552,0.0535
